ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
TX-137,Edwards County,Texas,68.7,3.6,129,65.1
TX-139,Ellis County,Texas,67.8,2,118,65.8
TX-141,El Paso County,Texas,66.4,4.2,129,62.2
TX-143,Erath County,Texas,67.8,3.6,128,64.2
TX-145,Falls County,Texas,68.3,2.4,126,65.8
TX-147,Fannin County,Texas,65.5,2.4,123,63
TX-149,Fayette County,Texas,72,4.1,129,67.9
TX-151,Fisher County,Texas,66,2.8,124,63.2
TX-153,Floyd County,Texas,60.9,2,120,58.9
TX-155,Foard County,Texas,65,2.3,123,62.7
TX-157,Fort Bend County,Texas,72.2,3.6,128,68.6
TX-159,Franklin County,Texas,65.8,2.2,124,63.6
TX-161,Freestone County,Texas,67.9,2.1,124,65.8
TX-163,Frio County,Texas,72.5,2.8,126,69.7
TX-165,Gaines County,Texas,63.3,2.4,125,60.9
TX-167,Galveston County,Texas,72.1,3.2,127,68.9
TX-169,Garza County,Texas,64.8,2.5,125,62.2
TX-171,Gillespie County,Texas,67.6,2.7,128,64.9
TX-173,Glasscock County,Texas,66.6,3.4,129,63.2
TX-175,Goliad County,Texas,72.9,3,129,69.8
TX-177,Gonzales County,Texas,72.4,3.7,129,68.7
TX-179,Gray County,Texas,60.3,3,126,57.3
TX-181,Grayson County,Texas,65.4,2,121,63.4
TX-183,Gregg County,Texas,66.4,1.4,112,65.1
TX-185,Grimes County,Texas,70.3,3.2,128,67.1
TX-187,Guadalupe County,Texas,71.6,3.3,129,68.3
TX-189,Hale County,Texas,60.2,2.1,121,58.2
TX-191,Hall County,Texas,63.2,2.3,122,60.9
TX-193,Hamilton County,Texas,67.9,3.1,128,64.7
TX-195,Hansford County,Texas,59.1,2.3,123,56.8
TX-197,Hardeman County,Texas,64.2,2.2,122,62.1
TX-199,Hardin County,Texas,69.8,2.8,128,67
TX-201,Harris County,Texas,71.8,3.4,128,68.4
TX-203,Harrison County,Texas,66.3,1.1,110,65.2
TX-205,Hartley County,Texas,57.2,1.8,117,55.4
TX-207,Haskell County,Texas,66.3,2.7,126,63.6
TX-209,Hays County,Texas,69.8,2.9,128,66.9
TX-211,Hemphill County,Texas,60,2.3,122,57.7
TX-213,Henderson County,Texas,66.8,1.7,117,65.1
TX-215,Hidalgo County,Texas,76.4,2.6,126,73.8
TX-217,Hill County,Texas,68,2.1,123,65.8
TX-219,Hockley County,Texas,61,2.2,123,58.8
TX-221,Hood County,Texas,67.9,2.8,129,65.1
TX-223,Hopkins County,Texas,65.5,2,119,63.5
TX-225,Houston County,Texas,68,1.8,120,66.2
TX-227,Howard County,Texas,66.1,2.6,126,63.4
TX-229,Hudspeth County,Texas,64.2,3.7,129,60.5
TX-231,Hunt County,Texas,65.9,2.4,123,63.5
TX-233,Hutchinson County,Texas,60.9,3.1,127,57.8
TX-235,Irion County,Texas,67,3.1,129,63.9
TX-237,Jack County,Texas,65.9,2.5,125,63.4
TX-239,Jackson County,Texas,72.5,3.5,128,69
TX-241,Jasper County,Texas,68.8,2.6,129,66.1
TX-243,Jeff Davis County,Texas,63.6,3.5,129,60.1
TX-245,Jefferson County,Texas,71.1,3.2,128,68
TX-247,Jim Hogg County,Texas,75.3,3.2,126,72.1
TX-249,Jim Wells County,Texas,74.3,2.9,127,71.3
TX-251,Johnson County,Texas,67.7,2.4,126,65.3
TX-253,Jones County,Texas,66.1,2.3,121,63.9
TX-255,Karnes County,Texas,72.2,2.7,128,69.5
TX-257,Kaufman County,Texas,66.9,1.7,116,65.1
TX-259,Kendall County,Texas,68.7,2.7,128,66
TX-261,Kenedy County,Texas,75.5,3.2,127,72.3
TX-263,Kent County,Texas,65.6,2.7,126,62.9
TX-265,Kerr County,Texas,67.3,2.7,127,64.6
TX-267,Kimble County,Texas,67.4,3.3,128,64.1
TX-269,King County,Texas,65.5,2.7,125,62.8
TX-271,Kinney County,Texas,72.3,3.5,129,68.8
TX-273,Kleberg County,Texas,75.2,3.8,128,71.4
TX-275,Knox County,Texas,65.9,2.6,124,63.3
TX-277,Lamar County,Texas,64.8,1.8,118,63
TX-279,Lamb County,Texas,59.8,2.2,122,57.7
TX-281,Lampasas County,Texas,68.3,2.9,128,65.4
TX-283,La Salle County,Texas,73.6,2.7,126,70.9
TX-285,Lavaca County,Texas,72.7,4.3,129,68.5
TX-287,Lee County,Texas,70.6,3.6,129,67
TX-289,Leon County,Texas,67.9,1.7,119,66.1
TX-291,Liberty County,Texas,70.7,3,128,67.7
TX-293,Limestone County,Texas,67.9,2.2,123,65.7
TX-295,Lipscomb County,Texas,58.8,1.8,116,57
TX-297,Live Oak County,Texas,73,2.4,126,70.6
TX-299,Llano County,Texas,69.2,3.3,128,66
TX-301,Loving County,Texas,67.3,3.7,128,63.5
TX-303,Lubbock County,Texas,61.7,2.5,121,59.3
TX-305,Lynn County,Texas,62.9,2.2,123,60.7
TX-307,McCulloch County,Texas,67.8,3.3,128,64.5
TX-309,McLennan County,Texas,67.9,2.1,122,65.8
TX-311,McMullen County,Texas,73.1,2.4,126,70.7
TX-313,Madison County,Texas,68.9,2.2,126,66.7
TX-315,Marion County,Texas,66,1.2,112,64.8
TX-317,Martin County,Texas,65.7,2.9,127,62.9
TX-319,Mason County,Texas,68.3,3.3,129,65
TX-321,Matagorda County,Texas,72.1,3.1,128,69.1
TX-323,Maverick County,Texas,73.7,3.3,129,70.4
TX-325,Medina County,Texas,71.3,2.9,128,68.3
TX-327,Menard County,Texas,67.1,3.5,128,63.6
TX-329,Midland County,Texas,66.9,3.6,129,63.3
TX-331,Milam County,Texas,69.7,3.4,128,66.2
TX-333,Mills County,Texas,67.9,3.2,128,64.7
TX-335,Mitchell County,Texas,66.5,3,127,63.5
TX-337,Montague County,Texas,65.4,2.3,123,63.2
TX-339,Montgomery County,Texas,71,3.4,130,67.5
TX-341,Moore County,Texas,59.2,2.5,122,56.6
TX-343,Morris County,Texas,66.1,2.2,124,63.8
TX-345,Motley County,Texas,63.1,1.9,118,61.2
TX-347,Nacogdoches County,Texas,67.9,2.3,125,65.6
TX-349,Navarro County,Texas,68.1,2.3,125,65.8
TX-351,Newton County,Texas,69,2.9,129,66.1
TX-353,Nolan County,Texas,66,3.2,126,62.8
TX-355,Nueces County,Texas,74.7,3.4,128,71.2
TX-357,Ochiltree County,Texas,59,2.1,119,56.9
TX-359,Oldham County,Texas,58.6,2.1,119,56.6
TX-361,Orange County,Texas,70.5,3.1,128,67.4
TX-363,Palo Pinto County,Texas,67.3,3,128,64.2
TX-365,Panola County,Texas,66.9,1.5,119,65.4
TX-367,Parker County,Texas,67,2.5,127,64.5
TX-369,Parmer County,Texas,59.3,3.2,127,56.1
TX-371,Pecos County,Texas,68.1,4.3,129,63.8
TX-373,Polk County,Texas,69.4,2.7,128,66.7
TX-375,Potter County,Texas,59.9,2.9,126,57
TX-377,Presidio County,Texas,66.8,3.3,129,63.5
TX-379,Rains County,Texas,65.8,1.9,120,63.9
TX-381,Randall County,Texas,59.7,3.1,126,56.6
TX-383,Reagan County,Texas,67.2,3.6,129,63.6
TX-385,Real County,Texas,68.5,3.1,129,65.4
TX-387,Red River County,Texas,64.8,2,123,62.7
TX-389,Reeves County,Texas,67.6,3.9,129,63.7
TX-391,Refugio County,Texas,73.1,2.9,126,70.2
TX-393,Roberts County,Texas,60.6,2.9,127,57.6
TX-395,Robertson County,Texas,68.9,2.7,128,66.3
TX-397,Rockwall County,Texas,66.6,2.2,124,64.4
TX-399,Runnels County,Texas,67.2,3,125,64.2
TX-401,Rusk County,Texas,66.9,1.6,121,65.3
TX-403,Sabine County,Texas,68.2,2.7,129,65.4
TX-405,San Augustine County,Texas,67.9,2.3,126,65.6
TX-407,San Jacinto County,Texas,69.8,2.7,128,67.2
TX-409,San Patricio County,Texas,73.7,2.8,127,70.9
TX-411,San Saba County,Texas,68.5,3.4,128,65.1
TX-413,Schleicher County,Texas,66.8,3.2,129,63.7
TX-415,Scurry County,Texas,65.4,2.6,124,62.8
TX-417,Shackelford County,Texas,66.4,2.4,124,64
TX-419,Shelby County,Texas,67.2,1.9,124,65.3
TX-421,Sherman County,Texas,57.9,1.9,116,56
TX-423,Smith County,Texas,66.1,1.4,111,64.7
TX-425,Somervell County,Texas,68.1,2.8,128,65.3
TX-427,Starr County,Texas,76.4,3,125,73.4
TX-429,Stephens County,Texas,66.3,2.4,127,63.9
TX-431,Sterling County,Texas,66.6,3.2,129,63.4
TX-433,Stonewall County,Texas,66.1,2.7,126,63.4
TX-435,Sutton County,Texas,67.6,3.5,129,64.1
TX-437,Swisher County,Texas,59.9,2.5,125,57.5
TX-439,Tarrant County,Texas,67.8,2.4,124,65.3
TX-441,Taylor County,Texas,66.2,2.7,125,63.5
TX-443,Terrell County,Texas,69.7,3.6,129,66.1
TX-445,Terry County,Texas,62.1,2,123,60.1
TX-447,Throckmorton County,Texas,66.4,2.7,127,63.7
TX-449,Titus County,Texas,66.1,2.6,125,63.5
TX-451,Tom Green County,Texas,67.4,3,128,64.4
TX-453,Travis County,Texas,69.9,2.9,128,67.1
TX-455,Trinity County,Texas,68.8,2.3,126,66.5
TX-457,Tyler County,Texas,68.8,2.6,129,66.3
TX-459,Upshur County,Texas,66,1.6,117,64.4
TX-461,Upton County,Texas,68.1,3.8,129,64.3
TX-463,Uvalde County,Texas,71.4,3,129,68.4
TX-465,Val Verde County,Texas,70.6,3.1,129,67.5
TX-467,Van Zandt County,Texas,66.1,1.7,115,64.4
TX-469,Victoria County,Texas,72.8,3.4,129,69.4
TX-471,Walker County,Texas,69.5,2.4,128,67
TX-473,Waller County,Texas,71.7,3.8,129,67.9
TX-475,Ward County,Texas,68.7,4.3,129,64.4
TX-477,Washington County,Texas,71.2,3.7,129,67.5
TX-479,Webb County,Texas,74.5,2.9,126,71.6
TX-481,Wharton County,Texas,72.3,3.6,128,68.7
TX-483,Wheeler County,Texas,61,2.6,125,58.4
TX-485,Wichita County,Texas,65.4,2.4,124,63
TX-487,Wilbarger County,Texas,65,2.3,123,62.7
TX-489,Willacy County,Texas,75.9,2.8,126,73.1
TX-491,Williamson County,Texas,69.5,3.1,128,66.4
TX-493,Wilson County,Texas,71.7,2.6,127,69.1
TX-495,Winkler County,Texas,67.4,4.1,129,63.3
TX-497,Wise County,Texas,66.4,2.5,126,63.9
TX-499,Wood County,Texas,65.8,1.8,119,64
TX-501,Yoakum County,Texas,61.7,2.7,126,59
TX-503,Young County,Texas,66.2,2.6,127,63.6
TX-505,Zapata County,Texas,76.1,3.1,126,73
TX-507,Zavala County,Texas,73,2.9,129,70.1
